# wavelength(nm) flux
2.429122387609974794e+03 1.042862142555853522e+00
2.429130557488261275e+03 1.042049157341602861e+00
2.429138727207335251e+03 1.040557222102889146e+00
2.429146896767189901e+03 1.038013195802412802e+00
2.429155066167818404e+03 1.034014593934984294e+00
2.429163235409212120e+03 1.028440291967475995e+00
2.429171404491365593e+03 1.021616785118892423e+00
2.429179573414270180e+03 1.014225146981167391e+00
2.429187742177918608e+03 1.007004220103879799e+00
2.429195910782304964e+03 1.000462022215364621e+00
2.429204079227419697e+03 9.948379051938648354e-01
2.429212247513257807e+03 9.901196590488963167e-01
2.429220415639810653e+03 9.862268642542624253e-01
2.429228583607070959e+03 9.831424450842461971e-01
2.429236751415032359e+03 9.808723679116778671e-01
2.429244919063687121e+03 9.794165797772766968e-01
2.429253086553027515e+03 9.787199359125524634e-01
2.429261253883047175e+03 9.786329191759383095e-01
2.429269421053737460e+03 9.789292212596952814e-01
2.429277588065092914e+03 9.793877733261955321e-01
2.429285754917104441e+03 9.798756650886156772e-01
2.429293921609766130e+03 9.804042914218519256e-01
2.429302088143069795e+03 9.810692030790371110e-01
2.429310254517009071e+03 9.819882027742217190e-01
2.429318420731576225e+03 9.832532958596296169e-01
2.429326586786763983e+03 9.849092326864972158e-01
2.429334752682565068e+03 9.869639632737885471e-01
2.429342918418971294e+03 9.894108714113387659e-01
2.429351083995977206e+03 9.922576475707316490e-01
2.429359249413574616e+03 9.954549826257454992e-01
2.429367414671756251e+03 9.989867580004231362e-01
2.429375579770514832e+03 1.002923616800310613e+00
2.429383744709842631e+03 1.007425624094771655e+00
2.429391909489733735e+03 1.012655679400643161e+00
2.429400074110179048e+03 1.018606277137727112e+00
2.429408238571172660e+03 1.024942410434141804e+00
2.429416402872707295e+03 1.031012245006679873e+00
2.429424567014775221e+03 1.035970857970286430e+00
2.429432730997368708e+03 1.039423955389381149e+00
2.429440894820481390e+03 1.041463464020196517e+00
2.429449058484105990e+03 1.042496905625036829e+00
2.429457221988234323e+03 1.042986628950823169e+00
2.429465385332860478e+03 1.043240347352402564e+00
2.429473548517976269e+03 1.043370365029481439e+00
2.429481711543573965e+03 1.043352428962894596e+00
2.429489874409647655e+03 1.043103090094749108e+00
2.429498037116189153e+03 1.042523007639095445e+00
2.429506199663191637e+03 1.041616942283996705e+00
2.429514362050647378e+03 1.040428070169109986e+00
2.429522524278549099e+03 1.039062639093748963e+00
2.429530686346890434e+03 1.037705895403072232e+00
2.429538848255663197e+03 1.036569510527088900e+00
2.429547010004860567e+03 1.035796212728121279e+00
2.429555171594475269e+03 1.035410348852815909e+00
2.429563333024499570e+03 1.035329531439656225e+00
2.429571494294927106e+03 1.035356200990610986e+00
2.429579655405749691e+03 1.035154124087609206e+00
2.429587816356960957e+03 1.034417661789458043e+00
2.429595977148552720e+03 1.033044204930310350e+00
2.429604137780518613e+03 1.031221073483574724e+00
2.429612298252850451e+03 1.029282226762555208e+00
2.429620458565541867e+03 1.027473882441231279e+00
2.429628618718585130e+03 1.025851058269720673e+00
2.429636778711972966e+03 1.024347368556265403e+00
2.429644938545698096e+03 1.022902986247905099e+00
2.429653098219753701e+03 1.021525380579195508e+00
2.429661257734132505e+03 1.020269730104826689e+00
2.429669417088826322e+03 1.019180854994588437e+00
2.429677576283829239e+03 1.018282230077701689e+00
2.429685735319133073e+03 1.017599577022854307e+00
2.429693894194731001e+03 1.017175853942541952e+00
2.429702052910615294e+03 1.017055798094704144e+00
2.429710211466779583e+03 1.017254329534185153e+00
2.429718369863215230e+03 1.017741827151125156e+00
2.429726528099916777e+03 1.018368830059653840e+00
2.429734686176875584e+03 1.019013190347915376e+00
2.429742844094084376e+03 1.019625310226709214e+00
2.429751001851537239e+03 1.020223344078086125e+00
2.429759159449225990e+03 1.020809185504594652e+00
2.429767316887143352e+03 1.021294046339586536e+00
2.429775474165281594e+03 1.021481479002855020e+00
2.429783631283634350e+03 1.021103450288576964e+00
2.429791788242194343e+03 1.019789567795230001e+00
2.429799945040954299e+03 1.017351976761219579e+00
2.429808101679906486e+03 1.013544928046258953e+00
2.429816258159044082e+03 1.008158628115688016e+00
2.429824414478359358e+03 1.001139285341396512e+00
2.429832570637845492e+03 9.926344449940008863e-01
2.429840726637495209e+03 9.829065319628805808e-01
2.429848882477301686e+03 9.722606325342436628e-01
2.429857038157256284e+03 9.610665409190177755e-01
2.429865193677353545e+03 9.497704862898318501e-01
2.429873349037585285e+03 9.387603025388663314e-01
2.429881504237944227e+03 9.282583138593544225e-01
2.429889659278423096e+03 9.184352368465713568e-01
2.429897814159014615e+03 9.094765866350986716e-01
2.429905968879712873e+03 9.015715134020387822e-01
2.429914123440508320e+03 8.948599739748204218e-01
2.429922277841395498e+03 8.894033297425727458e-01
2.429930432082366679e+03 8.851945020564244704e-01
2.429938586163414584e+03 8.822888455728884471e-01
2.429946740084531939e+03 8.805463369043055044e-01
2.429954893845711013e+03 8.799598652908984242e-01
2.429963047446945893e+03 8.805638363129791868e-01
2.429971200888227941e+03 8.823975478537996464e-01
2.429979354169550334e+03 8.854514185383445257e-01
2.429987507290906706e+03 8.896192414346348887e-01
2.429995660252288417e+03 8.947157854013457756e-01
2.430003813053689100e+03 9.005773255816913458e-01
2.430011965695101480e+03 9.071962274920732927e-01
2.430020118176518281e+03 9.144982553239899836e-01
2.430028270497932226e+03 9.224026300647187870e-01
2.430036422659336495e+03 9.308258423471499343e-01
2.430044574660722901e+03 9.397761199676560873e-01
2.430052726502084624e+03 9.493555612273703037e-01
2.430060878183414843e+03 9.596102609801812067e-01
2.430069029704706281e+03 9.703266960968948140e-01
2.430077181065951208e+03 9.809594942242536586e-01
2.430085332267142348e+03 9.906794805135289428e-01
2.430093483308273790e+03 9.988890450972607304e-01
2.430101634189336437e+03 1.005313149912115289e+00
2.430109784910323924e+03 1.010006480547581464e+00
2.430117935471228975e+03 1.013330180605082065e+00
2.430126085872044769e+03 1.015763002936010961e+00
2.430134236112763574e+03 1.017646154573424555e+00
2.430142386193378115e+03 1.019092245805875541e+00
2.430150536113882026e+03 1.020109367458226446e+00
2.430158685874267121e+03 1.020743442696143477e+00
2.430166835474526579e+03 1.021185249443640863e+00
2.430174984914653123e+03 1.021620067989287728e+00
2.430183134194639479e+03 1.022176769784837180e+00
2.430191283314478369e+03 1.022923605340076536e+00
2.430199432274162518e+03 1.023886874394525748e+00
2.430207581073684651e+03 1.025067968103164473e+00
2.430215729713038399e+03 1.026442350968363337e+00
2.430223878192215579e+03 1.027949768560577182e+00
2.430232026511209369e+03 1.029501962592238584e+00
2.430240174670012493e+03 1.031036352076106555e+00
2.430248322668617220e+03 1.032590765364233887e+00
2.430256470507017184e+03 1.034276282449060336e+00
2.430264618185204654e+03 1.036178242694342888e+00
2.430272765703172354e+03 1.038254105236439795e+00
2.430280913060913917e+03 1.040319895660296146e+00
2.430289060258421159e+03 1.042136231813992175e+00
2.430297207295687258e+03 1.043510677813270782e+00
2.430305354172704483e+03 1.044322282085665909e+00
2.430313500889466468e+03 1.044613908081553078e+00
2.430321647445965482e+03 1.044564882714454024e+00
2.430329793842194249e+03 1.044377229893432180e+00
2.430337940078145948e+03 1.044202129493827957e+00
2.430346086153812848e+03 1.044099166845208870e+00
2.430354232069188583e+03 1.044066571766165685e+00
2.430362377824264968e+03 1.044085405585945869e+00
2.430370523419035180e+03 1.044136500803244605e+00
2.430378668853492854e+03 1.044200175632159500e+00
2.430386814127628895e+03 1.044256400182725919e+00
2.430394959241437391e+03 1.044289234140842071e+00
2.430403104194911066e+03 1.044290721335608962e+00
2.430411248988042644e+03 1.044276730236644024e+00
2.430419393620824849e+03 1.044292941648367057e+00
2.430427538093249950e+03 1.044394391807778932e+00
2.430435682405311582e+03 1.044615963779051748e+00
2.430443826557002467e+03 1.044960467401964799e+00
2.430451970548314875e+03 1.045417931155820712e+00
2.430460114379241531e+03 1.046001822777400614e+00
2.430468258049776068e+03 1.046746271736930467e+00
2.430476401559910300e+03 1.047676936587965013e+00
2.430484544909637862e+03 1.048740203246834035e+00
2.430492688098951021e+03 1.049783878717981844e+00
2.430500831127842503e+03 1.050618961589081746e+00
2.430508973996305940e+03 1.051128547102802679e+00
2.430517116704332693e+03 1.051335610756071182e+00
2.430525259251916395e+03 1.051352010960139083e+00
2.430533401639050680e+03 1.051207661950837480e+00
2.430541543865726908e+03 1.050761480378498813e+00
2.430549685931938257e+03 1.049796015975075880e+00
2.430557827837677905e+03 1.048186475791018202e+00
2.430565969582938578e+03 1.045917372754497476e+00
2.430574111167712999e+03 1.043011240505199222e+00
2.430582252591993893e+03 1.039532404260693488e+00
2.430590393855774437e+03 1.035651298937201537e+00
2.430598534959045992e+03 1.031623098860723786e+00
2.430606675901803101e+03 1.027642239072627639e+00
2.430614816684038033e+03 1.023604857029239534e+00
2.430622957305743967e+03 1.019067498063334076e+00
2.430631097766912717e+03 1.013398675038067687e+00
2.430639238067537462e+03 1.006097991303073869e+00
2.430647378207610927e+03 9.970889654797052692e-01
2.430655518187126290e+03 9.867972636499917627e-01
2.430663658006076730e+03 9.760062547492860396e-01
2.430671797664454061e+03 9.655590863006273672e-01
2.430679937162251463e+03 9.561338510393433410e-01
2.430688076499461658e+03 9.479318840511915534e-01
2.430696215676078282e+03 9.409312699503807886e-01
2.430704354692093148e+03 9.350647412400394654e-01
2.430712493547498980e+03 9.302423884752003547e-01
2.430720632242289412e+03 9.263695120419072060e-01
2.430728770776456258e+03 9.233455197750484178e-01
2.430736909149994062e+03 9.210220462209978143e-01
2.430745047362893274e+03 9.191589913761574193e-01
2.430753185415148891e+03 9.174684227139245918e-01
2.430761323306751819e+03 9.157612350625476960e-01
2.430769461037696146e+03 9.140907160593114700e-01
2.430777598607975051e+03 9.126821609593561702e-01
2.430785736017579893e+03 9.118355656258957387e-01
2.430793873266503851e+03 9.118396704260981478e-01
2.430802010354741014e+03 9.128812700806924196e-01
2.430810147282282742e+03 9.149773768028955923e-01
2.430818284049121758e+03 9.179497659275787091e-01
2.430826420655252150e+03 9.214047191450588370e-01
2.430834557100666188e+03 9.247234312318759475e-01
2.430842693385356142e+03 9.274444215069220787e-01
2.430850829509316100e+03 9.295665622753714885e-01
2.430858965472536966e+03 9.315803762939290911e-01
2.430867101275013283e+03 9.342308967270621656e-01
2.430875236916736867e+03 9.381349787434080101e-01
2.430883372397700896e+03 9.434428411503923417e-01
2.430891507717898548e+03 9.497083794454734829e-01
2.430899642877322094e+03 9.560616592592255936e-01
2.430907777875965166e+03 9.614895606114041149e-01
2.430915912713818670e+03 9.655339111278185005e-01
2.430924047390877149e+03 9.682423138819431507e-01
2.430932181907133327e+03 9.700529671475722759e-01
2.430940316262579017e+03 9.715006709694637976e-01
2.430948450457208310e+03 9.729765588807850474e-01
2.430956584491013018e+03 9.746917823684813076e-01
2.430964718363986321e+03 9.767575856775583265e-01
2.430972852076121399e+03 9.792519799258073698e-01
2.430980985627410519e+03 9.822828690267354501e-01
2.430989119017846861e+03 9.858723811419780603e-01
2.430997252247422239e+03 9.899647396975528313e-01
2.431005385316131651e+03 9.943450734222084586e-01
2.431013518223966003e+03 9.986092629214438077e-01
2.431021650970918472e+03 1.002222959309174266e+00
2.431029783556982693e+03 1.004597872300569517e+00
2.431037915982150480e+03 1.005183248359224235e+00
2.431046048246415467e+03 1.003651957347570844e+00
2.431054180349769922e+03 1.000068387456498620e+00
2.431062312292206116e+03 9.951968864519243896e-01
2.431070444073719045e+03 9.900834763495720559e-01
2.431078575694299616e+03 9.855201025345240451e-01
2.431086707153941006e+03 9.817990312167795830e-01
2.431094838452635940e+03 9.786562776027037946e-01
2.431102969590378507e+03 9.755054115290336947e-01
2.431111100567159610e+03 9.717344378356089774e-01
2.431119231382972430e+03 9.668419757110905399e-01
2.431127362037811508e+03 9.603852540936128612e-01
2.431135492531668206e+03 9.519606955066778342e-01
2.431143622864536155e+03 9.416780867561039825e-01
2.431151753036407172e+03 9.298934242192047339e-01
2.431159883047274889e+03 9.172876203780789828e-01
2.431168012897131121e+03 9.047056546526776044e-01
2.431176142585970410e+03 8.928560812433187222e-01
2.431184272113784118e+03 8.820044447840524882e-01
2.431192401480565877e+03 8.719219879080022384e-01
2.431200530686307957e+03 8.621717933187564853e-01
2.431208659731003536e+03 8.525271503345617230e-01
2.431216788614645793e+03 8.431755851164021154e-01
2.431224917337226998e+03 8.344934737092027932e-01
2.431233045898739874e+03 8.267457022754236551e-01
2.431241174299177601e+03 8.200291078102869280e-01
2.431249302538533357e+03 8.144493235381374818e-01
2.431257430616798956e+03 8.102838349548387997e-01
2.431265558533968033e+03 8.079536848602765220e-01
2.431273686290033766e+03 8.078557154347010272e-01
2.431281813884987969e+03 8.103055151331598482e-01
2.431289941318824276e+03 8.150922583435598057e-01
2.431298068591535412e+03 8.215370732503830542e-01
2.431306195703113190e+03 8.288162769416017595e-01
2.431314322653552153e+03 8.361716137472076094e-01
2.431322449442843663e+03 8.432014468871471546e-01
2.431330576070981351e+03 8.499760586828533082e-01
2.431338702537958397e+03 8.569161452780907906e-01
2.431346828843766616e+03 8.645121409822340564e-01
2.431354954988399641e+03 8.731334064720129851e-01
2.431363080971849740e+03 8.830586155895461253e-01
2.431371206794110094e+03 8.943446277809686817e-01
2.431379332455173881e+03 9.069952758587167541e-01
2.431387457955033369e+03 9.207133015249656660e-01
2.431395583293681739e+03 9.348431256358555874e-01
2.431403708471111713e+03 9.485638488373943078e-01
2.431411833487316017e+03 9.612031155641155289e-01
2.431419958342287373e+03 9.724753485336753434e-01
2.431428083036018961e+03 9.825701694245858597e-01
2.431436207568503505e+03 9.920269085562495315e-01
2.431444331939735093e+03 1.001425230336933092e+00
2.431452456149703721e+03 1.010841614786957887e+00
2.431460580198404386e+03 1.019929832319801832e+00
2.431468704085829359e+03 1.028224719965747491e+00
2.431476827811972271e+03 1.035455900502303628e+00
2.431484951376824483e+03 1.041608457933216325e+00
2.431493074780379629e+03 1.046697762223866013e+00
2.431501198022631343e+03 1.050519978824279610e+00
2.431509321103570528e+03 1.052596442999894411e+00
2.431517444023191729e+03 1.052618716364319695e+00
2.431525566781487214e+03 1.050850910757718193e+00
2.431533689378450617e+03 1.047846083978204001e+00
2.431541811814072844e+03 1.044270194173755550e+00
2.431549934088348436e+03 1.040625455627367080e+00
2.431558056201270574e+03 1.037112447219468825e+00
2.431566178152830162e+03 1.033673018794684539e+00
2.431574299943021742e+03 1.030155437439407073e+00
2.431582421571837131e+03 1.026490137850036621e+00
2.431590543039270415e+03 1.022776710875184403e+00
2.431598664345312955e+03 1.019202017242373470e+00
2.431606785489958838e+03 1.015860707956058206e+00
2.431614906473200335e+03 1.012718051607718994e+00
2.431623027295030624e+03 1.009672354052735033e+00
2.431631147955442430e+03 1.006662607573033608e+00
2.431639268454428020e+03 1.003731664257834222e+00
2.431647388791981029e+03 1.001008615790833112e+00
2.431655508968094182e+03 9.986435792489714025e-01
2.431663628982760201e+03 9.967817918620899276e-01
2.431671748835971812e+03 9.954826452249376789e-01
2.431679868527721737e+03 9.947548056351352974e-01
2.431687988058003157e+03 9.945988973644180886e-01
2.431696107426809249e+03 9.949895729627132868e-01
2.431704226634132738e+03 9.958800866480473912e-01
2.431712345679965892e+03 9.972195079988389610e-01
2.431720464564301892e+03 9.989729386508033881e-01
2.431728583287133915e+03 1.001136295616505079e+00
2.431736701848454231e+03 1.003751098181602908e+00
2.431744820248256019e+03 1.006910399586524951e+00
2.431752938486532457e+03 1.010602605923513364e+00
2.431761056563276270e+03 1.014727116551623398e+00
2.431769174478479727e+03 1.019017094098538356e+00
2.431777292232136460e+03 1.023097043922984950e+00
2.431785409824238741e+03 1.026642868514345608e+00
2.431793527254779747e+03 1.029544719813172859e+00
2.431801644523753112e+03 1.031949755441555316e+00
2.431809761631149286e+03 1.034150921602105422e+00
2.431817878576964176e+03 1.036412348497636415e+00
2.431825995361188689e+03 1.038799567573432281e+00
2.431834111983815546e+03 1.041189958598032206e+00
2.431842228444839293e+03 1.043413012272277562e+00
2.431850344744251743e+03 1.045357849802694528e+00
2.431858460882045620e+03 1.046979594717720286e+00
2.431866576858213193e+03 1.048203897608702029e+00
2.431874692672749006e+03 1.048851897263862520e+00
2.431882808325644874e+03 1.048698996639791492e+00
2.431890923816894428e+03 1.047621449411514138e+00
2.431899039146489031e+03 1.045741044530972275e+00
2.431907154314422769e+03 1.043457400810070990e+00
2.431915269320688367e+03 1.041110601664065660e+00
2.431923384165278549e+03 1.038931848290300275e+00
2.431931498848186038e+03 1.037028589196185901e+00
2.431939613369404015e+03 1.035427639145541034e+00
2.431947727728925202e+03 1.034119516617649115e+00
2.431955841926742778e+03 1.033081074657107967e+00
2.431963955962849013e+03 1.032285376168686319e+00
2.431972069837237086e+03 1.031715451594892086e+00
2.431980183549899721e+03 1.031319803988651751e+00
2.431988297100830550e+03 1.031046777952266291e+00
2.431996410490021390e+03 1.030874492556571598e+00
2.432004523717465418e+03 1.030827518243367713e+00
2.432012636783156267e+03 1.030950394188393959e+00
2.432020749687085754e+03 1.031253769135740184e+00
2.432028862429247511e+03 1.031688511589170743e+00
2.432036975009633807e+03 1.032172247423215561e+00
2.432045087428238730e+03 1.032643306215760282e+00
2.432053199685053187e+03 1.033095683714927659e+00
2.432061311780071719e+03 1.033546542160436177e+00
2.432069423713286596e+03 1.033965739571837350e+00
2.432077535484690998e+03 1.034287856555303975e+00
2.432085647094277192e+03 1.034507248373480959e+00
2.432093758542037904e+03 1.034747182766841966e+00
2.432101869827967221e+03 1.035202997956430560e+00
2.432109980952057413e+03 1.036005460566649106e+00
2.432118091914301658e+03 1.037108378655269503e+00
2.432126202714691772e+03 1.038210898142299277e+00
2.432134313353221387e+03 1.038797048407030132e+00
2.432142423829883228e+03 1.038441705907658053e+00
2.432150534144671383e+03 1.037016155716778965e+00
2.432158644297576302e+03 1.034741915811021373e+00
2.432166754288592983e+03 1.032014176564094887e+00
2.432174864117713696e+03 1.029178124445651488e+00
2.432182973784930255e+03 1.026439064829348879e+00
2.432191083290237202e+03 1.023902822716016070e+00
2.432199192633626808e+03 1.021645511499800429e+00
2.432207301815091341e+03 1.019757802697537796e+00
2.432215410834624890e+03 1.018247768824162014e+00
2.432223519692219725e+03 1.017097639136248954e+00
2.432231628387867659e+03 1.016248337100427834e+00
2.432239736921563235e+03 1.015616242714358686e+00
2.432247845293299179e+03 1.015114967894237274e+00
2.432255953503067303e+03 1.014683207881885041e+00
2.432264061550861243e+03 1.014299225179868591e+00
2.432272169436674176e+03 1.013951596726937909e+00
2.432280277160497917e+03 1.013540102529265186e+00
2.432288384722326100e+03 1.012737755191045474e+00
2.432296492122151449e+03 1.011040749000358785e+00
2.432304599359967597e+03 1.007969791709043106e+00
2.432312706435765904e+03 1.003367446428007792e+00
2.432320813349541368e+03 9.975287675547909183e-01
2.432328920101283984e+03 9.910721367477030030e-01
2.432337026690990115e+03 9.846538805577700337e-01
2.432345133118650210e+03 9.787347974758207059e-01
2.432353239384256995e+03 9.735574490715040996e-01
2.432361345487805011e+03 9.693471815729994834e-01
2.432369451429286528e+03 9.661391441662315893e-01
2.432377557208693815e+03 9.639071638014375942e-01
2.432385662826020052e+03 9.624447080544913380e-01
2.432393768281258417e+03 9.613768181852270223e-01
2.432401873574402089e+03 9.603044497343152797e-01
2.432409978705443336e+03 9.590136613234209184e-01
2.432418083674375339e+03 9.575783983222363460e-01
2.432426188481190820e+03 9.562574267540238093e-01
2.432434293125882959e+03 9.553122773112519006e-01
2.432442397608444480e+03 9.548962731360072231e-01
2.432450501928868562e+03 9.550278950769953701e-01
2.432458606087147473e+03 9.557368746818234451e-01
2.432466710083274393e+03 9.570673745497563223e-01
2.432474813917242500e+03 9.590770612143094676e-01
2.432482917589044973e+03 9.618197858921997412e-01
2.432491021098674082e+03 9.653250329341669378e-01
2.432499124446122551e+03 9.695871713092053534e-01
2.432507227631383557e+03 9.745730831030009478e-01
2.432515330654451191e+03 9.802874730743318388e-01
2.432523433515316356e+03 9.867022379033805191e-01
2.432531536213973141e+03 9.938308682061558486e-01
2.432539638750414269e+03 1.001677660023683636e+00
2.432547741124632466e+03 1.010066572790136785e+00
2.432555843336620455e+03 1.018476935159932317e+00
2.432563945386371870e+03 1.026075718233394385e+00
2.432572047273879434e+03 1.032030000909100353e+00
2.432580148999135417e+03 1.035885669762115935e+00
2.432588250562132998e+03 1.037729315356702653e+00
2.432596351962865356e+03 1.038010425612636345e+00
2.432604453201325214e+03 1.037502785689740969e+00
2.432612554277505751e+03 1.036647308322535155e+00
2.432620655191399692e+03 1.035712363263743052e+00
2.432628755943000215e+03 1.034879281886576186e+00
2.432636856532298680e+03 1.034271487759592878e+00
2.432644956959290084e+03 1.033924430283785112e+00
2.432653057223966698e+03 1.033774366096809061e+00
2.432661157326320790e+03 1.033706448190766292e+00
2.432669257266345994e+03 1.033629208426556811e+00
2.432677357044035034e+03 1.033520364869317198e+00
2.432685456659380634e+03 1.033412140373564325e+00
2.432693556112375973e+03 1.033348463113232363e+00
2.432701655403013319e+03 1.033379470322152605e+00
2.432709754531286308e+03 1.033561551942137724e+00
2.432717853497187662e+03 1.033945494801562504e+00
2.432725952300710560e+03 1.034560666880951940e+00
2.432734050941847272e+03 1.035410721051517990e+00
2.432742149420591886e+03 1.036482895734628595e+00
2.432750247736935762e+03 1.037775823898200223e+00
2.432758345890872533e+03 1.039287130449556562e+00
2.432766443882394924e+03 1.041034131733382662e+00
2.432774541711496568e+03 1.043044255685541266e+00
2.432782639378170188e+03 1.045329666172383876e+00
2.432790736882407600e+03 1.047880478076749000e+00
2.432798834224202892e+03 1.050672536337168506e+00
2.432806931403548333e+03 1.053660737123165214e+00
2.432815028420438011e+03 1.056736959787371033e+00
2.432823125274863287e+03 1.059695402396063635e+00
2.432831221966818248e+03 1.062232496645468371e+00
2.432839318496295164e+03 1.064203074246235836e+00
2.432847414863286758e+03 1.065627558952449094e+00
2.432855511067787120e+03 1.066646129545238075e+00
2.432863607109787608e+03 1.067400750250220964e+00
2.432871702989282312e+03 1.067957758353379250e+00
2.432879798706263955e+03 1.068325258906394737e+00
2.432887894260724806e+03 1.068517362099099977e+00
2.432895989652658955e+03 1.068585649684962613e+00
2.432904084882057759e+03 1.068596105867857027e+00
2.432912179948915764e+03 1.068593527333118631e+00
2.432920274853224782e+03 1.068586176492585027e+00
2.432928369594978449e+03 1.068556156646543798e+00
2.432936464174169487e+03 1.068468398379996298e+00
2.432944558590790166e+03 1.068278228276239750e+00
2.432952652844834574e+03 1.067950491614305886e+00
2.432960746936294527e+03 1.067475620596630703e+00
2.432968840865163656e+03 1.066851784725881380e+00
2.432976934631434688e+03 1.066024947488516839e+00
2.432985028235100344e+03 1.064798480400636960e+00
2.432993121676153805e+03 1.062844994217149619e+00
2.433001214954588249e+03 1.059896085298128732e+00
2.433009308070396401e+03 1.055814406596857324e+00
2.433017401023570983e+03 1.050683339026698748e+00
2.433025493814104721e+03 1.044798869193985791e+00
2.433033586441991247e+03 1.038591033738443192e+00
2.433041678907223286e+03 1.032484254499367315e+00
2.433049771209793107e+03 1.026747715886890289e+00
2.433057863349695253e+03 1.021428705071740994e+00
2.433065955326920630e+03 1.016421357889982779e+00
2.433074047141462870e+03 1.011554366451240083e+00
2.433082138793316062e+03 1.006729940792866485e+00
2.433090230282471111e+03 1.001934767309583751e+00
2.433098321608923015e+03 9.972375921586063008e-01
2.433106412772664044e+03 9.927662350262279611e-01
2.433114503773686010e+03 9.886489089904662020e-01
2.433122594611983004e+03 9.849668746002464559e-01
2.433130685287548204e+03 9.817514895772629924e-01
2.433138775800372969e+03 9.789990285372810463e-01
2.433146866150452297e+03 9.767008848403240240e-01
2.433154956337777548e+03 9.747585683808753787e-01
2.433163046362342811e+03 9.731035557060250252e-01
2.433171136224139900e+03 9.716969764118275066e-01
2.433179225923162448e+03 9.705268907831887670e-01
2.433187315459403180e+03 9.696078241118610830e-01
2.433195404832855729e+03 9.689982232744598356e-01
2.433203494043511455e+03 9.688082407098248527e-01
2.433211583091364901e+03 9.691650730160632499e-01
2.433219671976408335e+03 9.701681011953167122e-01
2.433227760698634484e+03 9.719185468611495349e-01
2.433235849258036978e+03 9.743603960507473127e-01
2.433243937654608544e+03 9.773817628371065380e-01
2.433252025888341450e+03 9.806509872406139472e-01
2.433260113959228875e+03 9.835344054042720607e-01
2.433268201867264452e+03 9.851382316609049727e-01
2.433276289612440451e+03 9.845398491547729947e-01
2.433284377194750505e+03 9.811374437768763945e-01
2.433292464614186429e+03 9.748780900177086428e-01
2.433300551870742765e+03 9.661827645372983442e-01
2.433308638964410875e+03 9.558231792927803783e-01
2.433316725895184391e+03 9.448445268150588161e-01
2.433324812663056946e+03 9.340827847624597613e-01
2.433332899268019901e+03 9.241320298000750277e-01
2.433340985710067343e+03 9.152288164495860912e-01
2.433349071989192453e+03 9.073128332047605271e-01
2.433357158105387498e+03 9.002012558997871672e-01
2.433365244058645658e+03 8.937310572189632873e-01
2.433373329848959656e+03 8.878139767625304879e-01
2.433381415476323127e+03 8.824763268687513262e-01
2.433389500940727430e+03 8.778723422350727112e-01
2.433397586242168018e+03 8.741781580258801698e-01
2.433405671380636250e+03 8.715501636219321613e-01
2.433413756356124850e+03 8.699891807082321682e-01
2.433421841168626997e+03 8.693370356099874297e-01
2.433429925818136326e+03 8.693751164977041590e-01
2.433438010304645559e+03 8.699267219222187597e-01
2.433446094628147421e+03 8.708934009628144235e-01
2.433454178788634636e+03 8.722679040648475546e-01
2.433462262786100382e+03 8.741855329480218151e-01
2.433470346620537839e+03 8.768384452646001970e-01
2.433478430291939731e+03 8.802856292950155259e-01
2.433486513800298781e+03 8.844800511465200632e-01
2.433494597145608623e+03 8.893815075205293574e-01
2.433502680327861981e+03 8.950944096984317921e-01
2.433510763347050670e+03 9.018251621078607894e-01
2.433518846203170142e+03 9.096873752038208139e-01
2.433526928896210848e+03 9.185163576034501842e-01
2.433535011426167330e+03 9.278283725447541430e-01
2.433543093793031403e+03 9.369347525091216156e-01
2.433551175996797156e+03 9.451970599314450938e-01
2.433559258037456402e+03 9.521936443866052535e-01
2.433567339915002776e+03 9.576033705301711940e-01
2.433575421629429911e+03 9.612771858147975967e-01
2.433583503180729167e+03 9.633123451650005276e-01
2.433591584568895087e+03 9.639349975700263196e-01
2.433599665793919485e+03 9.632408461960522139e-01
2.433607746855795995e+03 9.611154613061448915e-01
2.433615827754516431e+03 9.574565035200240937e-01
2.433623908490075792e+03 9.523670005864188770e-01
2.433631989062465436e+03 9.463321820487209379e-01
2.433640069471678999e+03 9.397696162893690586e-01
2.433648149717709657e+03 9.328640490775579330e-01
2.433656229800549681e+03 9.257282269082262038e-01
2.433664309720192250e+03 9.186141920501997848e-01
2.433672389476630087e+03 9.119098083769002772e-01
2.433680469069857281e+03 9.059310742406025962e-01
2.433688548499865192e+03 9.007845785099153346e-01
2.433696627766648817e+03 8.964213082157852508e-01
2.433704706870199061e+03 8.927918534738076284e-01
2.433712785810509104e+03 8.898171581306570932e-01
2.433720864587573942e+03 8.875036292333046140e-01
2.433728943201384482e+03 8.859213367378955262e-01
2.433737021651934356e+03 8.850888475733708072e-01
2.433745099939217653e+03 8.848937861619977641e-01
2.433753178063224823e+03 8.851599781416296109e-01
2.433761256023951319e+03 8.858148909150425077e-01
2.433769333821388045e+03 8.869576403905317097e-01
2.433777411455529545e+03 8.887407523591963621e-01
2.433785488926368544e+03 8.912537352457451378e-01
2.433793566233898218e+03 8.943932012222086669e-01
2.433801643378109929e+03 8.980810062494709589e-01
2.433809720358998220e+03 9.023215980457489627e-01
2.433817797176555814e+03 9.071236072841631914e-01
2.433825873830775436e+03 9.123985879419622691e-01
2.433833950321650264e+03 9.179544708843704326e-01
2.433842026649173022e+03 9.236188557370335062e-01
