# wavelength(nm) flux
1.959118204872671186e+03 1.058838165424135225e+00
1.959123984003948635e+03 1.058893187513494150e+00
1.959129762985488469e+03 1.058924807342241481e+00
1.959135541817287503e+03 1.058949772275724399e+00
1.959141320499341646e+03 1.058971344073882603e+00
1.959147099031648168e+03 1.058990246796914558e+00
1.959152877414203886e+03 1.059019030192058564e+00
1.959158655647004935e+03 1.059083731636768055e+00
1.959164433730048358e+03 1.059209376430635619e+00
1.959170211663330520e+03 1.059399799339412196e+00
1.959175989446848916e+03 1.059627650906210805e+00
1.959181767080599229e+03 1.059843732085367751e+00
1.959187544564578502e+03 1.059999477247590915e+00
1.959193321898783552e+03 1.060065845695744802e+00
1.959199099083210967e+03 1.060037430334438202e+00
1.959204876117857566e+03 1.059925646297394497e+00
1.959210653002719710e+03 1.059752154116826439e+00
1.959216429737794442e+03 1.059546920026381622e+00
1.959222206323078353e+03 1.059345278303642779e+00
1.959227982758568032e+03 1.059178110159348041e+00
1.959233759044260069e+03 1.059058678175994306e+00
1.959239535180151279e+03 1.058975593772167212e+00
1.959245311166238480e+03 1.058892398366040322e+00
1.959251087002518034e+03 1.058738715737089997e+00
1.959256862688986985e+03 1.058384131115178040e+00
1.959262638225641695e+03 1.057624279890524432e+00
1.959268413612478753e+03 1.056231489338256502e+00
1.959274188849495431e+03 1.054071531183095489e+00
1.959279963936687864e+03 1.051204086189700515e+00
1.959285738874053095e+03 1.047878259397965417e+00
1.959291513661587487e+03 1.044423383385380211e+00
1.959297288299287857e+03 1.041119047866836400e+00
1.959303062787151021e+03 1.038127263955123558e+00
1.959308837125173568e+03 1.035502805323963660e+00
1.959314611313351861e+03 1.033240064223137855e+00
1.959320385351683171e+03 1.031312749356841918e+00
1.959326159240163861e+03 1.029693360175372385e+00
1.959331932978790519e+03 1.028358347902749159e+00
1.959337706567560190e+03 1.027285131192600565e+00
1.959343480006469235e+03 1.026446421160742917e+00
1.959349253295514472e+03 1.025809661779517823e+00
1.959355026434692263e+03 1.025345315477188546e+00
1.959360799423999879e+03 1.025037917589846304e+00
1.959366572263433682e+03 1.024890022686028246e+00
1.959372344952990034e+03 1.024915414723705620e+00
1.959378117492666433e+03 1.025126653808454469e+00
1.959383889882458789e+03 1.025525594873379465e+00
1.959389662122364143e+03 1.026101953929750454e+00
1.959395434212379541e+03 1.026837172758375161e+00
1.959401206152500663e+03 1.027706461843351349e+00
1.959406977942725007e+03 1.028677481676302019e+00
1.959412749583049390e+03 1.029713412842452103e+00
1.959418521073469719e+03 1.030785089136065480e+00
1.959424292413983267e+03 1.031879185814551958e+00
1.959430063604586621e+03 1.032981491096327309e+00
1.959435834645276145e+03 1.034038865257828954e+00
1.959441605536049110e+03 1.034942045437072355e+00
1.959447376276901878e+03 1.035571601097853733e+00
1.959453146867831038e+03 1.035888176504802694e+00
1.959458917308833406e+03 1.035980605309830604e+00
1.959464687599905574e+03 1.035998725809372800e+00
1.959470457741044356e+03 1.036004644123755591e+00
1.959476227732246571e+03 1.035874765060454950e+00
1.959481997573508352e+03 1.035353841380371120e+00
1.959487767264826971e+03 1.034215803332759309e+00
1.959493536806199018e+03 1.032384728026310095e+00
1.959499306197620854e+03 1.029922775966714887e+00
1.959505075439089296e+03 1.026925728653852454e+00
1.959510844530601389e+03 1.023437982832813509e+00
1.959516613472153267e+03 1.019459245954705384e+00
1.959522382263742202e+03 1.015023650909133268e+00
1.959528150905364555e+03 1.010270151034029062e+00
1.959533919397016916e+03 1.005435077120930165e+00
1.959539687738695875e+03 1.000772177080670788e+00
1.959545455930398475e+03 9.964702922079966552e-01
1.959551223972121534e+03 9.926260787042719969e-01
1.959556991863860958e+03 9.892675364598013665e-01
1.959562759605614474e+03 9.863915364738914393e-01
1.959568527197377989e+03 9.839905512955902100e-01
1.959574294639148320e+03 9.820639469958727386e-01
1.959580061930922739e+03 9.806180881463020249e-01
1.959585829072696924e+03 9.796615521913591973e-01
1.959591596064468604e+03 9.792012859001515412e-01
1.959597362906233911e+03 9.792422964964706544e-01
1.959603129597989437e+03 9.797885459946581443e-01
1.959608896139731996e+03 9.808407269830854425e-01
1.959614662531458407e+03 9.823910803364703792e-01
1.959620428773165258e+03 9.844223420108944023e-01
1.959626194864849367e+03 9.869169078595950717e-01
1.959631960806507323e+03 9.898680736864057250e-01
1.959637726598135714e+03 9.932706793256822486e-01
1.959643492239731358e+03 9.970791046854209361e-01
1.959649257731290845e+03 1.001160101390720758e+00
1.959655023072810991e+03 1.005295341490015426e+00
1.959660788264288612e+03 1.009257043140067367e+00
1.959666553305720072e+03 1.012909498656465956e+00
1.959672318197102186e+03 1.016258465766375352e+00
1.959678082938431544e+03 1.019416004179435786e+00
1.959683847529705190e+03 1.022521067682390594e+00
1.959689611970919486e+03 1.025681829030975711e+00
1.959695376262071250e+03 1.028963042427977426e+00
1.959701140403157069e+03 1.032386456936346342e+00
1.959706904394173762e+03 1.035910628272708189e+00
1.959712668235117917e+03 1.039401248110053189e+00
1.959718431925986351e+03 1.042630707431613457e+00
1.959724195466775654e+03 1.045342143409111246e+00
1.959729958857482643e+03 1.047357693829118475e+00
1.959735722098103679e+03 1.048651319900934631e+00
1.959741485188636034e+03 1.049346185158315459e+00
1.959747248129075842e+03 1.049632151491686649e+00
1.959753010919419921e+03 1.049675366603096904e+00
1.959758773559665315e+03 1.049579116281081248e+00
1.959764536049808385e+03 1.049391388968986316e+00
1.959770298389845493e+03 1.049125178871076924e+00
1.959776060579774139e+03 1.048777136273618016e+00
1.959781822619590457e+03 1.048348706908072803e+00
1.959787584509291491e+03 1.047864622597146633e+00
1.959793346248873604e+03 1.047372788368980068e+00
1.959799107838333384e+03 1.046924736641771769e+00
1.959804869277668104e+03 1.046557174030906756e+00
1.959810630566874124e+03 1.046290109036014160e+00
1.959816391705947808e+03 1.046135415071004049e+00
1.959822152694886427e+03 1.046102391196890302e+00
1.959827913533686342e+03 1.046196044353950860e+00
1.959833674222344143e+03 1.046410624768565834e+00
1.959839434760857102e+03 1.046721341577102393e+00
1.959845195149221126e+03 1.047080622557836183e+00
1.959850955387433487e+03 1.047428995698385767e+00
1.959856715475490546e+03 1.047721113597810172e+00
1.959862475413389348e+03 1.047947926102071436e+00
1.959868235201126026e+03 1.048130888772363267e+00
1.959873994838698081e+03 1.048286451843458700e+00
1.959879754326101420e+03 1.048386912722338193e+00
1.959885513663333086e+03 1.048346915917228062e+00
1.959891272850389896e+03 1.048047621371264171e+00
1.959897031887268440e+03 1.047393137714539568e+00
1.959902790773965080e+03 1.046374075575739582e+00
1.959908549510477314e+03 1.045092869694417503e+00
1.959914308096801051e+03 1.043717817327792119e+00
1.959920066532933106e+03 1.042391081654113094e+00
1.959925824818870524e+03 1.041165018661843966e+00
1.959931582954609894e+03 1.040015586722752072e+00
1.959937340940147578e+03 1.038905534960291366e+00
1.959943098775480848e+03 1.037832508101516282e+00
1.959948856460605839e+03 1.036829680099741413e+00
1.959954613995519367e+03 1.035935559523625926e+00
1.959960371380218476e+03 1.035164458851620894e+00
1.959966128614699528e+03 1.034494703923410031e+00
1.959971885698959341e+03 1.033875262010734319e+00
1.959977642632994730e+03 1.033244854433147397e+00
1.959983399416802285e+03 1.032557603075042962e+00
1.959989156050378369e+03 1.031807104161455824e+00
1.959994912533720253e+03 1.031034732548255839e+00
1.960000668866824299e+03 1.030312638972334272e+00
1.960006425049687323e+03 1.029712922734913327e+00
1.960012181082305915e+03 1.029287030954744608e+00
1.960017936964676892e+03 1.029065066800283867e+00
1.960023692696796843e+03 1.029063766326137053e+00
1.960029448278662130e+03 1.029291063185973965e+00
1.960035203710270252e+03 1.029748535919624786e+00
1.960040958991617345e+03 1.030436886091928850e+00
1.960046714122700450e+03 1.031359370210725102e+00
1.960052469103515705e+03 1.032514190320761083e+00
1.960058223934060379e+03 1.033881634759181711e+00
1.960063978614331063e+03 1.035425073555294340e+00
1.960069733144324118e+03 1.037111774823772592e+00
1.960075487524036589e+03 1.038932132365214533e+00
1.960081241753465065e+03 1.040890851451486299e+00
1.960086995832606135e+03 1.042970123267571436e+00
1.960092749761456844e+03 1.045091811166271478e+00
1.960098503540013326e+03 1.047107810250523352e+00
1.960104257168272852e+03 1.048832830299439189e+00
1.960110010646231558e+03 1.050111791893820756e+00
1.960115763973886715e+03 1.050885871808034722e+00
1.960121517151234684e+03 1.051209530995195207e+00
1.960127270178272283e+03 1.051203119077526615e+00
1.960133023054996102e+03 1.050980135027758333e+00
1.960138775781402728e+03 1.050605462905873866e+00
1.960144528357489435e+03 1.050104372259084373e+00
1.960150280783252356e+03 1.049500206112421896e+00
1.960156033058688081e+03 1.048847155263451736e+00
1.960161785183794109e+03 1.048233093761165247e+00
1.960167537158566120e+03 1.047747218706940986e+00
1.960173288983001612e+03 1.047434986955483094e+00
1.960179040657096721e+03 1.047275368758683101e+00
1.960184792180848945e+03 1.047197036744976328e+00
1.960190543554253964e+03 1.047120815359427137e+00
1.960196294777309049e+03 1.047000855066278380e+00
1.960202045850011018e+03 1.046839797405029415e+00
1.960207796772356005e+03 1.046672065637502147e+00
1.960213547544341282e+03 1.046535681205530421e+00
1.960219298165963437e+03 1.046457680606539542e+00
1.960225048637219061e+03 1.046454071802406238e+00
1.960230798958104742e+03 1.046520073280653218e+00
1.960236549128617526e+03 1.046604136485228320e+00
1.960242299148753773e+03 1.046580816283690263e+00
1.960248049018510301e+03 1.046260097626240615e+00
1.960253798737883699e+03 1.045454052592940775e+00
1.960259548306871011e+03 1.044068059755220323e+00
1.960265297725468599e+03 1.042153925387205859e+00
1.960271046993673281e+03 1.039892761662454479e+00
1.960276796111481644e+03 1.037529519717234061e+00
1.960282545078890735e+03 1.035299479566861525e+00
1.960288293895897141e+03 1.033371192636582281e+00
1.960294042562497225e+03 1.031817622325856609e+00
1.960299791078688031e+03 1.030621810398373306e+00
1.960305539444465921e+03 1.029711765186441363e+00
1.960311287659828167e+03 1.029007247281504389e+00
1.960317035724770903e+03 1.028457868455203039e+00
1.960322783639290947e+03 1.028057108815607634e+00
1.960328531403385341e+03 1.027828794210837504e+00
1.960334279017050449e+03 1.027796218608525436e+00
1.960340026480283314e+03 1.027951658969949555e+00
1.960345773793080298e+03 1.028243014699119273e+00
1.960351520955437991e+03 1.028586242139769569e+00
1.960357267967353437e+03 1.028898707891698239e+00
1.960363014828823225e+03 1.029134324013204926e+00
1.960368761539844172e+03 1.029297801991439831e+00
1.960374508100412868e+03 1.029431071147421273e+00
1.960380254510525674e+03 1.029587645240100713e+00
1.960386000770180090e+03 1.029815683045495200e+00
1.960391746879372249e+03 1.030154154986737680e+00
1.960397492838098970e+03 1.030631736309754798e+00
1.960403238646356840e+03 1.031260540637552570e+00
1.960408984304142678e+03 1.032029468224509694e+00
1.960414729811453299e+03 1.032910295676781720e+00
1.960420475168285293e+03 1.033883637710097947e+00
1.960426220374635477e+03 1.034972411483525923e+00
1.960431965430500213e+03 1.036255496507416440e+00
1.960437710335876545e+03 1.037842808777156067e+00
1.960443455090761063e+03 1.039818438178165660e+00
1.960449199695150583e+03 1.042178496517977893e+00
1.960454944149041694e+03 1.044796261408664773e+00
1.960460688452430986e+03 1.047439599493805940e+00
1.960466432605315504e+03 1.049838886145920691e+00
1.960472176607691608e+03 1.051766525782031447e+00
1.960477920459556117e+03 1.053077033238285498e+00
1.960483664160905846e+03 1.053690602140179955e+00
1.960489407711737385e+03 1.053555082550425626e+00
1.960495151112047552e+03 1.052639846628798947e+00
1.960500894361832934e+03 1.050977437023289607e+00
1.960506637461090349e+03 1.048706696036114883e+00
1.960512380409816387e+03 1.046049486026267905e+00
1.960518123208007864e+03 1.043210471485605195e+00
1.960523865855661143e+03 1.040279798461969607e+00
1.960529608352773494e+03 1.037235581026759057e+00
1.960535350699341279e+03 1.034047571937874999e+00
1.960541092895361317e+03 1.030778262259262723e+00
1.960546834940830195e+03 1.027585327641627799e+00
1.960552576835744503e+03 1.024635488349342038e+00
1.960558318580101513e+03 1.022022079798842853e+00
1.960564060173897360e+03 1.019754559063982935e+00
1.960569801617128860e+03 1.017802677874299899e+00
1.960575542909792830e+03 1.016134666936325370e+00
1.960581284051886314e+03 1.014718841453974507e+00
1.960587025043405220e+03 1.013508377855404818e+00
1.960592765884346818e+03 1.012444778766611098e+00
1.960598506574707699e+03 1.011489191819937572e+00
1.960604247114484679e+03 1.010654581378110262e+00
1.960609987503674120e+03 1.010003475833167519e+00
1.960615727742273293e+03 1.009604670417391770e+00
1.960621467830278107e+03 1.009481666085129570e+00
1.960627207767686286e+03 1.009597652319998096e+00
1.960632947554493512e+03 1.009891430670081913e+00
1.960638687190697283e+03 1.010332459665407745e+00
1.960644426676293961e+03 1.010947019002247593e+00
1.960650166011280135e+03 1.011800751674358123e+00
1.960655905195652849e+03 1.012958396196432798e+00
1.960661644229408694e+03 1.014459300906723094e+00
1.960667383112544030e+03 1.016329289744173359e+00
1.960673121845055903e+03 1.018592872347404477e+00
1.960678860426941355e+03 1.021276670166849421e+00
1.960684598858196296e+03 1.024389372435466905e+00
1.960690337138817995e+03 1.027877251796182723e+00
1.960696075268803042e+03 1.031580339043897121e+00
1.960701813248148028e+03 1.035238166669298465e+00
1.960707551076849995e+03 1.038569317924274094e+00
1.960713288754905079e+03 1.041378809024178009e+00
1.960719026282310551e+03 1.043609506911363338e+00
1.960724763659063228e+03 1.045299789216147524e+00
1.960730500885159017e+03 1.046497188145666613e+00
1.960736237960595190e+03 1.047215602674422152e+00
1.960741974885368336e+03 1.047469001121041687e+00
1.960747711659475272e+03 1.047330826410652227e+00
1.960753448282912586e+03 1.046948042518901500e+00
1.960759184755677097e+03 1.046492322326979085e+00
1.960764921077765621e+03 1.046093289825311468e+00
1.960770657249174519e+03 1.045808213426839606e+00
1.960776393269900609e+03 1.045640025183293131e+00
1.960782129139940935e+03 1.045573153659653753e+00
1.960787864859291631e+03 1.045591798563131558e+00
1.960793600427949968e+03 1.045670693994216416e+00
1.960799335845912537e+03 1.045754942574111057e+00
1.960805071113175700e+03 1.045750714239059853e+00
1.960810806229736272e+03 1.045533355386091046e+00
1.960816541195591526e+03 1.044965740136059695e+00
1.960822276010737596e+03 1.043922088975348661e+00
1.960828010675171072e+03 1.042317019198394368e+00
1.960833745188889225e+03 1.040131140342957172e+00
1.960839479551888644e+03 1.037418620055991392e+00
1.960845213764165464e+03 1.034296518002381760e+00
1.960850947825716958e+03 1.030930227990720205e+00
1.960856681736539713e+03 1.027518305696903056e+00
1.960862415496630547e+03 1.024263883786234341e+00
1.960868149105985822e+03 1.021332982065479289e+00
1.960873882564602809e+03 1.018824966637569718e+00
1.960879615872477416e+03 1.016775193953353362e+00
1.960885349029607141e+03 1.015179876828124605e+00
1.960891082035988347e+03 1.014019114583402992e+00
1.960896814891617623e+03 1.013267134629933341e+00
1.960902547596492241e+03 1.012895193745771971e+00
1.960908280150608107e+03 1.012874693284648853e+00
1.960914012553962493e+03 1.013178941827879820e+00
1.960919744806551989e+03 1.013774297567766380e+00
1.960925476908373412e+03 1.014599246673575594e+00
1.960931208859423123e+03 1.015551304727296600e+00
1.960936940659698166e+03 1.016507391943058058e+00
1.960942672309195132e+03 1.017374265198230709e+00
1.960948403807910609e+03 1.018131075077495007e+00
1.960954135155841868e+03 1.018829882508847762e+00
1.960959866352985046e+03 1.019559114296761493e+00
1.960965597399336730e+03 1.020404115577371318e+00
1.960971328294894192e+03 1.021429228530847722e+00
1.960977059039653795e+03 1.022677781533010366e+00
1.960982789633612356e+03 1.024174663474313629e+00
1.960988520076766690e+03 1.025923117172600207e+00
1.960994250369113388e+03 1.027895324572824398e+00
1.960999980510649038e+03 1.030021263507741702e+00
1.961005710501370459e+03 1.032189004440094315e+00
1.961011440341274692e+03 1.034273537502444773e+00
1.961017170030357647e+03 1.036186434883876739e+00
1.961022899568617049e+03 1.037898438673517054e+00
1.961028628956049033e+03 1.039392240296611147e+00
1.961034358192650188e+03 1.040600287981486405e+00
1.961040087278417786e+03 1.041383900140437024e+00
1.961045816213347962e+03 1.041607299518566565e+00
1.961051544997437531e+03 1.041220520072545952e+00
1.961057273630683540e+03 1.040282624503484854e+00
1.961063002113082575e+03 1.038926314905573856e+00
1.961068730444631001e+03 1.037306386118496793e+00
1.961074458625326315e+03 1.035558734421635263e+00
1.961080186655164425e+03 1.033779642283698230e+00
1.961085914534142375e+03 1.032029734019170641e+00
1.961091642262256983e+03 1.030352467995279131e+00
1.961097369839504609e+03 1.028788265859365225e+00
1.961103097265882525e+03 1.027377630353856430e+00
1.961108824541386866e+03 1.026159049900759346e+00
1.961114551666014904e+03 1.025165312888081104e+00
1.961120278639762773e+03 1.024417502313606843e+00
1.989967316299138474e+03 1.021725097399163174e+00
1.989974172333775641e+03 1.021095733943611972e+00
1.989981028227604611e+03 1.019415367995334609e+00
1.989987883980621746e+03 1.016873641372504355e+00
1.989994739592823180e+03 1.013841420821236516e+00
1.990001595064205958e+03 1.010757173021366251e+00
1.990008450394766442e+03 1.007959128645378843e+00
1.990015305584501220e+03 1.005615760514499080e+00
1.990022160633406429e+03 1.003727013078304475e+00
1.990029015541478884e+03 1.002184163395988703e+00
1.990035870308715403e+03 1.000902237128316496e+00
1.990042724935112119e+03 9.997846840503876731e-01
1.990049579420665395e+03 9.986976488739850444e-01
1.990056433765372276e+03 9.974635086265093431e-01
1.990063287969228895e+03 9.958995501366852965e-01
1.990070142032231843e+03 9.938698737977946784e-01
1.990076995954377480e+03 9.915208455611649319e-01
1.990083849735663080e+03 9.891112125430608915e-01
1.990090703376084321e+03 9.869272473756355302e-01
1.990097556875637792e+03 9.851614035127375102e-01
1.990104410234320540e+03 9.838813122382675802e-01
1.990111263452128696e+03 9.830753185219703871e-01
1.990118116529058852e+03 9.827310628841235962e-01
1.990124969465107824e+03 9.827744744888791129e-01
1.990131822260271520e+03 9.831509742976737298e-01
1.990138674914546982e+03 9.838441796178550858e-01
1.990145527427930347e+03 9.848686684319357676e-01
1.990152379800418657e+03 9.862605032359073043e-01
1.990159232032008049e+03 9.880614211716359785e-01
1.990166084122695111e+03 9.903227903829645573e-01
1.990172936072476432e+03 9.930561868709076867e-01
1.990179787881348375e+03 9.961316595530189666e-01
1.990186639549307756e+03 9.993023538120413551e-01
1.990193491076350711e+03 1.002208283400456201e+00
1.990200342462474055e+03 1.004530780374428112e+00
1.990207193707674378e+03 1.006161082796956707e+00
1.990214044811947815e+03 1.007238119358646600e+00
1.990220895775291410e+03 1.008014339674746074e+00
1.990227746597701298e+03 1.008704671379927031e+00
1.990234597279174068e+03 1.009300044817396769e+00
1.990241447819706309e+03 1.009689732519516436e+00
1.990248298219294611e+03 1.009802199483512020e+00
1.990255148477935336e+03 1.009707638843630573e+00
1.990261998595625073e+03 1.009585339206858334e+00
1.990268848572360639e+03 1.009568627507189786e+00
1.990275698408137714e+03 1.009526638195756387e+00
1.990282548102954024e+03 1.009110650200709669e+00
1.990289397656805249e+03 1.007992487331136777e+00
1.990296247069687979e+03 1.006109186495817820e+00
1.990303096341599030e+03 1.003721051274932830e+00
1.990309945472534537e+03 1.001230295368632728e+00
1.990316794462491544e+03 9.989640002326944934e-01
1.990323643311466412e+03 9.970906004975983450e-01
1.990330492019455505e+03 9.956041921204035194e-01
1.990337340586455184e+03 9.944817585461120935e-01
1.990344189012462493e+03 9.936879552338306887e-01
1.990351037297473567e+03 9.931901755087139128e-01
1.990357885441484996e+03 9.929685040599537382e-01
1.990364733444493368e+03 9.930162059085227977e-01
1.990371581306495045e+03 9.933598316664191685e-01
1.990378429027486845e+03 9.939751422669113046e-01
1.990385276607465130e+03 9.948364844456075717e-01
1.990392124046426488e+03 9.958830202166191192e-01
1.990398971344367283e+03 9.970241023715439299e-01
1.990405818501284330e+03 9.981899700083605165e-01
1.990412665517173537e+03 9.993865084670364718e-01
1.990419512392032402e+03 1.000708422386928476e+00
1.990426359125856834e+03 1.002274976254504457e+00
1.990433205718643194e+03 1.004150550197928426e+00
1.990440052170388526e+03 1.006355463724110999e+00
1.990446898481088965e+03 1.008832083925724543e+00
1.990453744650741328e+03 1.011420134307850160e+00
1.990460590679341749e+03 1.013895395695033619e+00
1.990467436566887045e+03 1.016078046229802467e+00
1.990474282313373806e+03 1.017906240394645279e+00
1.990481127918798393e+03 1.019447603704918048e+00
1.990487973383157396e+03 1.020597093819524126e+00
1.990494818706447404e+03 1.021024467588717677e+00
1.990501663888664780e+03 1.020320313650820543e+00
1.990508508929806112e+03 1.018289749860708637e+00
1.990515353829867990e+03 1.015150379614233822e+00
1.990522198588847004e+03 1.011443608557303975e+00
1.990529043206739516e+03 1.007772938351402248e+00
1.990535887683542114e+03 1.004398110624872498e+00
1.990542732019251616e+03 1.001348126592171539e+00
1.990549576213864157e+03 9.985775819347246784e-01
1.990556420267376325e+03 9.960530633367644660e-01
1.990563264179784710e+03 9.937660204550936571e-01
1.990570107951085674e+03 9.917239729019311500e-01
1.990576951581276262e+03 9.899343183194994067e-01
1.990583795070352380e+03 9.883698595706645884e-01
1.990590638418310846e+03 9.870327290291092126e-01
1.990597481625148475e+03 9.859463399691940078e-01
1.990604324690861176e+03 9.851417855308963745e-01
1.990611167615445765e+03 9.846299071959594418e-01
1.990618010398899287e+03 9.843950109973951257e-01
1.990624853041217420e+03 9.844420340102733036e-01
1.990631695542397210e+03 9.847505581773302596e-01
1.990638537902435019e+03 9.853102789124033034e-01
1.990645380121327435e+03 9.860977494819114231e-01
1.990652222199070820e+03 9.870939301403531818e-01
1.990659064135661765e+03 9.883133109035830977e-01
1.990665905931097313e+03 9.897974999280205743e-01
1.990672747585373145e+03 9.915915349937420853e-01
1.990679589098486304e+03 9.937103597169021363e-01
1.990686430470433379e+03 9.961545664747765150e-01
1.990693271701210733e+03 9.989692910706741147e-01
1.990700112790814728e+03 1.002150767300113543e+00
1.990706953739242181e+03 1.005533394282638771e+00
1.990713794546489680e+03 1.008768966347112883e+00
1.990720635212553134e+03 1.011465327614558207e+00
1.990727475737430041e+03 1.013326822364269297e+00
1.990734316121116080e+03 1.014534354010153017e+00
1.990741156363608297e+03 1.015376309113336539e+00
1.990747996464903281e+03 1.016099672194314962e+00
1.990754836424996938e+03 1.016802631517019551e+00
1.990761676243886313e+03 1.017446999785910799e+00
1.990768515921567996e+03 1.017923833321321414e+00
1.990775355458038348e+03 1.018096546792432333e+00
1.990782194853293731e+03 1.017906859657572216e+00
1.990789034107330963e+03 1.017441734969748657e+00
1.990795873220146177e+03 1.016840200076777334e+00
1.990802712191736418e+03 1.016214400132013029e+00
1.990809551022098049e+03 1.015600388645864882e+00
1.990816389711227430e+03 1.014993160352370749e+00
1.990823228259121151e+03 1.014404131712371759e+00
1.990830066665776030e+03 1.013884066702197773e+00
1.990836904931188201e+03 1.013469567671402949e+00
1.990843743055354480e+03 1.013179482743488347e+00
1.990850581038271457e+03 1.013016057636376921e+00
1.990857418879935040e+03 1.012967883797039947e+00
1.990864256580342499e+03 1.013013325907894391e+00
1.990871094139489969e+03 1.013133395822336524e+00
1.990877931557374268e+03 1.013319608230739632e+00
1.990884768833991757e+03 1.013529475002312719e+00
1.990891605969338798e+03 1.013653793237591971e+00
1.990898442963412208e+03 1.013546645429148185e+00
1.990905279816208349e+03 1.013109711947932201e+00
1.990912116527723811e+03 1.012367611771766152e+00
1.990918953097955182e+03 1.011459412466922503e+00
1.990925789526899052e+03 1.010561274321056802e+00
1.990932625814551557e+03 1.009834824578786927e+00
1.990939461960909739e+03 1.009344145938585235e+00
1.990946297965969961e+03 1.009118406510162824e+00
1.990953133829728586e+03 1.009163644609150534e+00
1.990959969552182429e+03 1.009471063019208303e+00
1.990966805133327853e+03 1.010021967808448551e+00
1.990973640573161219e+03 1.010790746795906969e+00
1.990980475871679346e+03 1.011739567838667586e+00
1.990987311028878821e+03 1.012758070057398596e+00
1.990994146044756008e+03 1.013692300975149729e+00
1.991000980919307267e+03 1.014419212101671741e+00
1.991007815652529416e+03 1.014909409916247895e+00
1.991014650244419045e+03 1.015226359087137542e+00
1.991021484694972514e+03 1.015460772906356945e+00
1.991028319004186415e+03 1.015675774920803187e+00
1.991035153172057107e+03 1.015910405411518447e+00
1.991041987198581410e+03 1.016192916120201906e+00
1.991048821083755684e+03 1.016541250325701196e+00
1.991055654827576745e+03 1.016951015245245005e+00
1.991062488430040730e+03 1.017401867027093010e+00
1.991069321891144227e+03 1.017881743068839384e+00
1.991076155210884053e+03 1.018408022325649975e+00
1.991082988389256570e+03 1.019035060337284859e+00
1.991089821426258368e+03 1.019813002551611669e+00
1.991096654321886035e+03 1.020734621240553919e+00
1.991103487076135480e+03 1.021727707822184472e+00
1.991110319689004427e+03 1.022654662388029267e+00
1.991117152160488331e+03 1.023353034700565267e+00
1.991123984490584462e+03 1.023697026598727966e+00
1.991130816679288955e+03 1.023636454127851314e+00
1.991137648726598172e+03 1.023134514926359540e+00
1.991144480632509158e+03 1.022222720690850073e+00
1.991151312397018273e+03 1.020871970798359119e+00
1.991158144020121881e+03 1.019115131647918115e+00
1.991164975501816798e+03 1.017103373605398708e+00
1.991171806842099159e+03 1.015052916565887919e+00
1.991178638040966007e+03 1.013126198124669752e+00
1.991185469098413478e+03 1.011374508236697833e+00
1.991192300014438388e+03 1.009764165153623550e+00
1.991199130789036872e+03 1.008269834332655046e+00
1.991205961422205746e+03 1.006903583699763294e+00
1.991212791913941601e+03 1.005662181112431108e+00
1.991219622264241025e+03 1.004495999638255643e+00
1.991226452473100153e+03 1.003328889264598844e+00
1.991233282540516257e+03 1.002111042659850071e+00
1.991240112466485016e+03 1.000853739827566757e+00
1.991246942251003702e+03 9.996232436228702500e-01
1.991253771894068223e+03 9.984807922502587640e-01
1.991260601395675621e+03 9.974707817861501180e-01
1.991267430755822033e+03 9.966209331119266768e-01
1.991274259974504275e+03 9.959446659233425203e-01
1.991281089051718936e+03 9.954412459268163760e-01
1.991287917987462379e+03 9.951084681430659717e-01
1.991294746781730964e+03 9.949529553399433235e-01
1.991301575434521737e+03 9.949818124646518935e-01
1.991308403945831060e+03 9.952047529287255667e-01
1.991315232315655066e+03 9.955861438712001465e-01
1.991322060543990574e+03 9.960159223418920682e-01
1.991328888630834399e+03 9.963243531870897840e-01
1.991335716576182904e+03 9.963656162541087991e-01
1.991342544380032450e+03 9.961113668336224469e-01
1.991349372042379628e+03 9.957235489369595793e-01
1.991356199563220798e+03 9.952928250020606216e-01
1.991363026942553233e+03 9.946758647490523408e-01
1.991369854180372613e+03 9.935302577825044779e-01
1.991376681276675981e+03 9.915643693311416706e-01
1.991383508231459700e+03 9.887945044412914664e-01
1.991390335044720359e+03 9.855647517235568422e-01
1.991397161716454320e+03 9.823537130519589544e-01
1.991403988246658628e+03 9.794460006708661792e-01
1.991410814635329189e+03 9.769215180716197544e-01
1.991417640882463047e+03 9.747881272610285919e-01
1.991424466988056338e+03 9.730397234529944983e-01
1.991431292952105878e+03 9.716467124598675564e-01
1.991438118774608029e+03 9.705380574387060255e-01
1.991444944455559835e+03 9.696323869715028909e-01
1.991451769994956976e+03 9.688675686008286769e-01
1.991458595392796724e+03 9.682463923326183330e-01
1.991465420649075213e+03 9.678008377492691716e-01
1.991472245763789260e+03 9.675432171959500449e-01
1.991479070736935000e+03 9.674426408913940900e-01
1.991485895568509477e+03 9.674242265124723961e-01
1.991492720258509053e+03 9.673961793418818234e-01
1.991499544806930089e+03 9.673106266495721250e-01
1.991506369213769403e+03 9.672499874491012894e-01
1.991513193479023130e+03 9.673599794575410415e-01
1.991520017602688313e+03 9.677451583860631201e-01
1.991526841584761087e+03 9.683851859105090387e-01
1.991533665425238269e+03 9.691356711187102402e-01
1.991540489124116220e+03 9.697931956289828070e-01
1.991547312681391531e+03 9.701499489152832778e-01
1.991554136097060791e+03 9.700847950487454519e-01
