# Wlen(nm) Transmission Continuum
1.928535056516102031e+03 7.924479521985900910e-25 2.095075336382993814e-01
1.928541606614214743e+03 2.276621207967709282e-27 2.094029678994968890e-01
1.928548039401098549e+03 1.131180044656516964e-30 2.093002718961961273e-01
1.928554429845858522e+03 1.171543011543860743e-34 2.091982499300047704e-01
1.928561008688269567e+03 5.004745183725055511e-40 2.090932193027131569e-01
1.928567411932635196e+03 3.956838416367739146e-46 2.089909922163993572e-01
1.928573817774506551e+03 0.000000000000000000e+00 2.088887248269862273e-01
1.928580393457735454e+03 0.000000000000000000e+00 2.087837482579105730e-01
1.928586783332125833e+03 0.000000000000000000e+00 2.086817412710350872e-01
1.928593217165308033e+03 0.000000000000000000e+00 2.085790368221857316e-01
1.928599764058584924e+03 0.000000000000000000e+00 2.084745330623339887e-01
1.928606153599209847e+03 0.000000000000000000e+00 2.083725473974696596e-01
1.928612614981781462e+03 0.000000000000000000e+00 2.082694224918910930e-01
1.928619133526778796e+03 0.000000000000000000e+00 2.081653939226085492e-01
1.928625522733526395e+03 0.000000000000000000e+00 2.080634389231431347e-01
1.928632011223445943e+03 0.000000000000000000e+00 2.079599102805559374e-01
1.928638501861956456e+03 0.000000000000000000e+00 2.078563591593252102e-01
1.928644890734715773e+03 0.000000000000000000e+00 2.077544441655331808e-01
1.928651405889818761e+03 0.000000000000000000e+00 2.076505286187838029e-01
1.928657869063756834e+03 0.000000000000000000e+00 2.075474570831419008e-01
1.928664257602416228e+03 0.000000000000000000e+00 2.074455914321941541e-01
1.928670798980418567e+03 0.000000000000000000e+00 2.073413059232991074e-01
1.928677235131818406e+03 0.000000000000000000e+00 2.072387159947657043e-01
1.928683623336266919e+03 0.000000000000000000e+00 2.071369090207176300e-01
1.928690190494763783e+03 0.000000000000000000e+00 2.070322705969534771e-01
1.928696600065781013e+03 0.000000000000000000e+00 2.069301641849348172e-01
1.928702992135707518e+03 0.000000000000000000e+00 2.068283583363054734e-01
1.928709576232467498e+03 0.000000000000000000e+00 2.067235178970591447e-01
1.928715963865283584e+03 0.000000000000000000e+00 2.066218299344396991e-01
1.928722380961347426e+03 0.000000000000000000e+00 2.065196978913104442e-01
1.928728939231660206e+03 1.586681967854826284e-46 2.064153458923065343e-01
1.928735326529964141e+03 3.628030529113824558e-40 2.063137415141223230e-01
1.928741768209434440e+03 1.367360371295849165e-36 2.062113003039123538e-01
1.928748301095780562e+03 1.134662183669720701e-33 2.061074386560186322e-01
1.928754688059461159e+03 6.386848179490308939e-31 2.060059271848480866e-01
1.928761153879486301e+03 1.433089985202522257e-28 2.059031939258557931e-01
1.928767661824468405e+03 3.922029820988364691e-25 2.057998244421908041e-01
1.928774048453414252e+03 8.571299297120447304e-23 2.056984151975087827e-01
1.928780537971019839e+03 6.661761603922222219e-21 2.055954070949892187e-01
1.928787021417361530e+03 2.519396244509832835e-19 2.054925314948742032e-01
1.928793407711460759e+03 6.755108529101146652e-18 2.053912337930364485e-01
1.928799920483552341e+03 1.244851397590729948e-16 2.052879681352747232e-01
1.928806379874098184e+03 1.608779955037324649e-15 2.051855880481328609e-01
1.928812765833238927e+03 1.622413676778684203e-14 2.050844112023890164e-01
1.928819301416600865e+03 1.344382458282096783e-13 2.049809053567699657e-01
1.928825737194316162e+03 8.988939665336754592e-13 2.048790223260647803e-01
1.928832122818387234e+03 4.949667038498760973e-12 2.047779756465323564e-01
1.928838680769681787e+03 2.340544203602289054e-11 2.046742470556340288e-01
1.928845093377654621e+03 9.612733188471278099e-11 2.045728625427625513e-01
1.928851478666544153e+03 3.529479315350501805e-10 2.044719553364505449e-01
1.928858058542311937e+03 1.184251009330451755e-09 2.043680215141165935e-01
1.928864448423750900e+03 3.617530931972058369e-09 2.042671369023522088e-01
1.928870850494303340e+03 1.015881385570397403e-08 2.041661084231331802e-01
1.928877417616629373e+03 2.652656918470453535e-08 2.040625269192650193e-01
1.928883802332242340e+03 6.470827057839046538e-08 2.039618735989748577e-01
1.928890225571129349e+03 1.483783406593480976e-07 2.038606648724613501e-01
1.928896770722637484e+03 3.219185933399325246e-07 2.037575898290985565e-01
1.928903155102767641e+03 6.626634440323034860e-07 2.036571008167515906e-01
1.928909599066203100e+03 1.299398726392492872e-06 2.035557292461387668e-01
1.928916122690427756e+03 2.436899820206260674e-06 2.034531621387502542e-01
1.928922506734963008e+03 4.383918818167189842e-06 2.033528467298425235e-01
1.928928970979040059e+03 7.591111986673313381e-06 2.032513297751727122e-01
1.928935473519638208e+03 1.269265215465882764e-05 2.031492720154740583e-01
1.928941857228466006e+03 2.054630453529798635e-05 2.030491395023835965e-01
1.928948341309156831e+03 3.228530175411216250e-05 2.029474946766233467e-01
1.928954823209906408e+03 4.934894731969624804e-05 2.028459476165286324e-01
1.928961206582915338e+03 7.346298117052263248e-05 2.027460072884897380e-01
1.928967710056069109e+03 1.066569301853972712e-04 2.026442521536312991e-01
1.928974171760869240e+03 1.512791704502650266e-04 2.025432170891732497e-01
1.928980554797946752e+03 2.099892951553746130e-04 2.024434782323067117e-01
1.928987077219291450e+03 2.857484303286965616e-04 2.023416303954198858e-01
1.928993519172163360e+03 3.815767046124783428e-04 2.022411085706503076e-01
1.928999901873197587e+03 5.003854275570111722e-04 2.021415804679447259e-01
1.929006442798340231e+03 6.451964788793608692e-04 2.020396575772355763e-01
1.929012865443426335e+03 8.190547948599728127e-04 2.019396501881778605e-01
1.929019247808305408e+03 1.024828465190720343e-03 2.018403421194849279e-01
1.929025806792730236e+03 1.266296138321672780e-03 2.017383618604095818e-01
1.929032210574295277e+03 1.548798974751914486e-03 2.016388700589597793e-01
1.929038592602906647e+03 1.879298026836024021e-03 2.015397913010138486e-01
1.929045169201976250e+03 2.266580046045080753e-03 2.014377713923154456e-01
1.929051554564406160e+03 2.720034175047566366e-03 2.013387962901818373e-01
1.929057950321984890e+03 3.246916588712670058e-03 2.012397383582379407e-01
1.929064515959899154e+03 3.852350569475153710e-03 2.011381318893094572e-01
1.929070897413395869e+03 4.538724321582587873e-03 2.010394569790042996e-01
1.929077310027487101e+03 5.305216308155355151e-03 2.009403819180627104e-01
1.929083858003973546e+03 6.150003038534804060e-03 2.008393010588563621e-01
1.929090239120900833e+03 7.071767176329487974e-03 2.007408802125479619e-01
1.929096668146539514e+03 8.068104194651277289e-03 2.006418055293468783e-01
1.929103198906313082e+03 9.137379495090839146e-03 2.005412515850280852e-01
1.929109579686557709e+03 1.027857536554156737e-02 2.004430940679005069e-01
1.929116024678656686e+03 1.148999332207881370e-02 2.003440372880601617e-01
1.929122538666552146e+03 1.277054091802209100e-02 2.002440115380363372e-01
1.929128919110002471e+03 1.412028533082363910e-02 2.001461266121126459e-01
1.929135379623352492e+03 1.553728998705625718e-02 2.000471052762120561e-01
1.929141877284328302e+03 1.701869762691640350e-02 1.999476089780155563e-01
1.929148257390871095e+03 1.856065471450610641e-02 1.998500059022011444e-01
1.929154732980142171e+03 2.015684294547141764e-02 1.997510375618200551e-01
1.929161214759275936e+03 2.179827479162333576e-02 1.996520719550875511e-01
1.929167594528799782e+03 2.347215220003179628e-02 1.995547599851244802e-01
1.929174084748538689e+03 2.516177777895426196e-02 1.994558621989498959e-01
1.929180551091032385e+03 2.684889603525503904e-02 1.993574285092792886e-01
1.929186930523424508e+03 2.851570723000208807e-02 1.992604168977926971e-01
1.929193434928056831e+03 3.015090706277813795e-02 1.991616072276669869e-01
1.929199886279232942e+03 3.176426645734838766e-02 1.990637066706072988e-01
1.929206265374381246e+03 3.338926451114052063e-02 1.989670046670634629e-01
1.929212783518209335e+03 3.506165619161995262e-02 1.988683006740695203e-01
1.929219220323513809e+03 3.678750484597216597e-02 1.987709344590028182e-01
1.929225599081304836e+03 3.852703832090207531e-02 1.986745513097516458e-01
1.929232130518509621e+03 4.019479491724577136e-02 1.985759705502602446e-01
1.929238553223509825e+03 4.167461048999217266e-02 1.984791398843618049e-01
1.929244931643831706e+03 4.285881977289918154e-02 1.983830848325786045e-01
1.929251475928471564e+03 4.371839112512104775e-02 1.982846448543359730e-01
1.929257884978856737e+03 4.436399660844341647e-02 1.981883509465006965e-01
1.929264263061596012e+03 4.503166708115485806e-02 1.980926332322385242e-01
1.929270819747608357e+03 4.595975089802502994e-02 1.979943515704064572e-01
1.929277215589189154e+03 4.726761972143534579e-02 1.978985956351761166e-01
1.929283593334233728e+03 4.892923078900898032e-02 1.978032244953243646e-01
1.929290161975431829e+03 5.080785181834408804e-02 1.977051186685901962e-01
1.929296545054143508e+03 5.271382784904812824e-02 1.976099019300510684e-01
1.929302928866838784e+03 5.453157439044563348e-02 1.975147912241405623e-01
1.929309496205840333e+03 5.629994697036306422e-02 1.974170693590773795e-01
1.929315873373353725e+03 5.813811299088878642e-02 1.973222978007474759e-01
1.929322268380481319e+03 6.011935883826273475e-02 1.972273814396152680e-01
1.929328823716940406e+03 6.223206756828764813e-02 1.971302115446041114e-01
1.929335200546455553e+03 6.439581383494165367e-02 1.970358112067794043e-01
1.929341606301500633e+03 6.653893278083884699e-02 1.969411063641288984e-01
1.929348150081679250e+03 6.868729295949548008e-02 1.968444899896306666e-01
1.929354526573083376e+03 7.095098957005384344e-02 1.967504700975888365e-01
1.929360942629408328e+03 7.342455457136684571e-02 1.966559939161949266e-01
1.929367475299691932e+03 7.613019657917030614e-02 1.965599326366561372e-01
1.929373851452871804e+03 7.898221393723417472e-02 1.964663024125352375e-01
1.929380277363715550e+03 8.178610964357684032e-02 1.963720720003153397e-01
1.929386799370612152e+03 8.431894546634406684e-02 1.962765674181108089e-01
1.929393175185455675e+03 8.642508578845717326e-02 1.961833360808752091e-01
1.929399610503936174e+03 8.802670779858112748e-02 1.960893685069275139e-01
1.929406122294075658e+03 8.909403809787327932e-02 1.959944222562999550e-01
1.929412497770468917e+03 8.961796767363189309e-02 1.959015990217817527e-01
1.929418942049581801e+03 8.958654673693262904e-02 1.958079113124588100e-01
1.929425444069715923e+03 8.896801256766520560e-02 1.957135250634621237e-01
1.929431819207547051e+03 8.770661377051834628e-02 1.956211191443108510e-01
1.929438272000163352e+03 8.572232245387056970e-02 1.955277282793154159e-01
1.929444764697167784e+03 8.291265887740630058e-02 1.954339037417066882e-01
1.929451139496322867e+03 7.916491565080018000e-02 1.953419243474432965e-01
1.929457600355193108e+03 7.437095818456972152e-02 1.952488472558394916e-01
1.929464084176064944e+03 6.845068432351676668e-02 1.951555861830616134e-01
1.929470458636431204e+03 6.139909085481889267e-02 1.950640425200318717e-01
1.929476927114181535e+03 5.334200009650447855e-02 1.949712960763564373e-01
1.929483402506040875e+03 4.456412546573598754e-02 1.948786002694406772e-01
1.929489776627505762e+03 3.552286113198130368e-02 1.947875015408302435e-01
1.929496252276641144e+03 2.680289814143033481e-02 1.946951025611128039e-01
1.929502719686730643e+03 1.899774834041484048e-02 1.946029738726205160e-01
1.929509093469180243e+03 1.257902164481292454e-02 1.945123292784662616e-01
1.929515575842082626e+03 7.828882668221813501e-03 1.944202945163265306e-01
1.929522035717767267e+03 4.837479288469768469e-03 1.943287348542941384e-01
1.929528409161089030e+03 3.584419982214529475e-03 1.942385535914543659e-01
1.929534897810015764e+03 4.068980823152378544e-03 1.941468997341631864e-01
1.929541350598784447e+03 6.383279059416893664e-03 1.940559110660192710e-01
1.929547723702864687e+03 1.066368497935232980e-02 1.939662023282041625e-01
1.929554218179952613e+03 1.696741445815745652e-02 1.938749459927036345e-01
1.929560664329415886e+03 2.516592584780187256e-02 1.937845303492210514e-01
1.929567037094142052e+03 3.488091666832215942e-02 1.936953033269597779e-01
1.929573536951403412e+03 4.552611223724566808e-02 1.936044610559805867e-01
1.929579976909294601e+03 5.644120385193634321e-02 1.935146205352130666e-01
1.929586349334552779e+03 6.703742303443310790e-02 1.934258844158840696e-01
1.929592854123877487e+03 7.688137706448830433e-02 1.933354726739678620e-01
1.929599288338054066e+03 8.573141339126331972e-02 1.932462094451593837e-01
1.929605660423731479e+03 9.350085978189241753e-02 1.931579734129671710e-01
1.929612169696887122e+03 1.002037498731015025e-01 1.930680085825328685e-01
1.929618598615327073e+03 1.059180500909940037e-01 1.929793248901076341e-01
1.929624970361310034e+03 1.107542148123188824e-01 1.928915981260906909e-01
1.929631483669940735e+03 1.148249594420908126e-01 1.928020965035033008e-01
1.929637907740747551e+03 1.182349334864327972e-01 1.927139946709390816e-01
1.929644279146922599e+03 1.210738882183726578e-01 1.926267863529628477e-01
1.929650796042549018e+03 1.234130736388849847e-01 1.925377641445953081e-01
1.929657215713947153e+03 1.253106984431757998e-01 1.924502465784200256e-01
1.929663586780201285e+03 1.268124118089384023e-01 1.923635658811783389e-01
1.929670106814221981e+03 1.279524147562784431e-01 1.922750391994550168e-01
1.929676522534559808e+03 1.287559454432826711e-01 1.921881083931397671e-01
1.929682893260778883e+03 1.292396717120766203e-01 1.921019644881659105e-01
1.929689415984468724e+03 1.294103797796553601e-01 1.920139493476361037e-01
1.929695828202217399e+03 1.292671298703158278e-01 1.919276078855615131e-01
1.929702198588288184e+03 1.288057628782536823e-01 1.918420099411997648e-01
1.929708723552798347e+03 1.280275163480676659e-01 1.917545222546012951e-01
1.929715132716552489e+03 1.269516689381950669e-01 1.916687728159820747e-01
1.929721502762361752e+03 1.256292323197947258e-01 1.915837299974076369e-01
1.929728029518720177e+03 1.241473727692725404e-01 1.914967855717094325e-01
1.929734436077197188e+03 1.226184846382176452e-01 1.914116309345402223e-01
1.929740805782631014e+03 1.211596287608203565e-01 1.913271524037575555e-01
1.929747333881743998e+03 1.198651171616670341e-01 1.912407669362108931e-01
1.929753738283784514e+03 1.187759860716896404e-01 1.911562099812038062e-01
1.929760107648729445e+03 1.178650939852844276e-01 1.910723048970339455e-01
1.929766636641378000e+03 1.170501816007383927e-01 1.909864939712585530e-01
1.929773039335946351e+03 1.162219325019576976e-01 1.909025376857807210e-01
1.929779408360289153e+03 1.152722973915029370e-01 1.908192152038628298e-01
1.929785937797132192e+03 1.141184371630456079e-01 1.907339942858739812e-01
1.929792339233315261e+03 1.127181956962986509e-01 1.906506417679033338e-01
1.929798707916941112e+03 1.110680007985391793e-01 1.905679110407110244e-01
1.929805237348513629e+03 1.091856318339134574e-01 1.904832954750013407e-01
1.929811637975521535e+03 1.070968266733188790e-01 1.904005499370477472e-01
1.929818006318317430e+03 1.048293694339605675e-01 1.903184201138613529e-01
1.929824535295031410e+03 1.024059426578320525e-01 1.902344251194333924e-01
1.929830935562198192e+03 9.984239080387452558e-02 1.901522898924834504e-01
1.929837303564050899e+03 9.715324690878612834e-02 1.900707701193980470e-01
1.929843831636194636e+03 9.434891355083382947e-02 1.899874107858337546e-01
1.929850231992976660e+03 9.143652309390480626e-02 1.899058893233102618e-01
1.929856599653771127e+03 8.842768566605098413e-02 1.898249887432596206e-01
1.929863126371509907e+03 8.533522870383669634e-02 1.897422800267692944e-01
1.929869527267488138e+03 8.216830014098182311e-02 1.896613759084482542e-01
1.929875894587111588e+03 7.893906522304540430e-02 1.895811036611526335e-01
1.929882419500485639e+03 7.565856659787045801e-02 1.894990603806490648e-01
1.929888821385364736e+03 7.232996892381066134e-02 1.894187773166113586e-01
1.929895188363702800e+03 6.895408363696785281e-02 1.893391425386215521e-01
1.929901711022630252e+03 6.553105550654848843e-02 1.892577793717430124e-01
1.929908114346236744e+03 6.205874599414835241e-02 1.891781212063372020e-01
1.929914480983175508e+03 5.854106521581725620e-02 1.890991330310163310e-01
1.929921000937450799e+03 5.498623647727021030e-02 1.890184645101940508e-01
1.929927406149736271e+03 5.139929787796192195e-02 1.889394352259443632e-01
1.929933772445161367e+03 4.778446535641221737e-02 1.888611027834691536e-01
1.929940289244454789e+03 4.414323900959964131e-02 1.887811432919918597e-01
1.929946696795493381e+03 4.047069558621050472e-02 1.887027470135723972e-01
1.929953062749291348e+03 3.676803515632177943e-02 1.886250794309185796e-01
1.929959575943149275e+03 3.305690186334347969e-02 1.885458431989793238e-01
1.929965986283140182e+03 2.938604634151725098e-02 1.884680841971317078e-01
1.929972351895196425e+03 2.584041803144251567e-02 1.883910905980969996e-01
1.929978861033042676e+03 2.253262759921518393e-02 1.883125916988296344e-01
1.929985274612306057e+03 1.957030945422531809e-02 1.882354743943482622e-01
1.929991639882507116e+03 1.702086090966946352e-02 1.881591638995216142e-01
1.929998144513640000e+03 1.489103203108185260e-02 1.880814162450875904e-01
1.930004561782622886e+03 1.312290811079063792e-02 1.880049452127059428e-01
1.930010926710854392e+03 1.161648530069164624e-02 1.879293269394984867e-01
1.930017426384449436e+03 1.026548426438118021e-02 1.878523442771063146e-01
1.930023847793720279e+03 8.989676313251001791e-03 1.877765242494962572e-01
1.930030212379868772e+03 7.751878234784171512e-03 1.877016073121133832e-01
1.930036706644976675e+03 6.554973764415015190e-03 1.876254032200911359e-01
1.930043132645229434e+03 5.423533823195638738e-03 1.875502390917718476e-01
1.930049496889179181e+03 4.386487257738402347e-03 1.874760326012406275e-01
1.930055985294728998e+03 3.466844363836126767e-03 1.874006204850582336e-01
1.930062416336780188e+03 2.676834960877311643e-03 1.873261173163689730e-01
1.930068780238417730e+03 2.018576799263801201e-03 1.872526303805006065e-01
1.930075262333212777e+03 1.485863500712518350e-03 1.871780234688592837e-01
1.930081698868002604e+03 1.066285434725059052e-03 1.871041864898931872e-01
1.930088062427213572e+03 7.443332943276400769e-04 1.870314282133077044e-01
1.930094537759933019e+03 5.041909363155693035e-04 1.869576395541743263e-01
1.930100980238526745e+03 3.304305961887265262e-04 1.868844741687154254e-01
1.930107343455197224e+03 2.087688306035844106e-04 1.868124536528300295e-01
1.930113811574395868e+03 1.266627170712087953e-04 1.867394961094892003e-01
1.930120260447982446e+03 7.347649919622149524e-05 1.866670078989730586e-01
1.930126623321998068e+03 4.053888040952507266e-05 1.865957342420036247e-01
1.930133083776108833e+03 2.116942864061450191e-05 1.865236204890823035e-01
1.930139539495999770e+03 1.041474687347504878e-05 1.864518152165537401e-01
1.930145902027245938e+03 4.795277490540493355e-06 1.863812975135184791e-01
1.930152354364575331e+03 2.050627011284853524e-06 1.863100400330821305e-01
1.930158817382208554e+03 8.097169136488149548e-07 1.862389236471040099e-01
1.930165179570570444e+03 2.926441213803402649e-07 1.861691709898218583e-01
1.930171623339302414e+03 9.530612823198442506e-08 1.860987820673786486e-01
1.930178094106237950e+03 2.758869127717828769e-08 1.860283607060324862e-01
1.930184455951601649e+03 6.962909193447090130e-09 1.859593821831025950e-01
1.930190890699794181e+03 1.480233689000621956e-09 1.858898739036929093e-01
1.930197369667717339e+03 2.573613761872464937e-10 1.858201538984815271e-01
1.930203731169967796e+03 3.565409419304825054e-11 1.857519585953134322e-01
1.930210156445556322e+03 3.783785398009703023e-12 1.856833428395191221e-01
1.930216644066275876e+03 2.868938277660654516e-13 1.856143307193452996e-01
1.930223005225299175e+03 1.438134068987938729e-14 1.855469277181264753e-01
1.930229420576094299e+03 4.356993523981390535e-16 1.854792161581400867e-01
1.930235917301543395e+03 6.326962369109064858e-18 1.854109186532467979e-01
1.930242278117224259e+03 2.591466182616949065e-20 1.853443170329698853e-01
1.930248683090911982e+03 1.004895429349618861e-23 1.852775211286462886e-01
1.930255189373148369e+03 1.840971477983193319e-26 1.852099451745574943e-01
1.930261549845372656e+03 2.206037798294080141e-29 1.851441540109932948e-01
1.930267943989514833e+03 3.796868563649373396e-32 1.850782850058868001e-01
1.930274460280719723e+03 1.098062623751151073e-33 1.850114377473748017e-01
1.930280820409372609e+03 6.210830628627714571e-30 1.849464661130894028e-01
1.930287203271406270e+03 7.821117309427578626e-28 1.848815350305048899e-01
1.930293730023886383e+03 2.812259881629902362e-25 1.848154238255248216e-01
1.930300089808853045e+03 1.227556778137781924e-21 1.847512807898716858e-01
1.930306460936091298e+03 3.874691074549398994e-19 1.846872984289035513e-01
1.930312998602277048e+03 2.172455282571996983e-17 1.846219308525565705e-01
1.930319358043442890e+03 5.024068751314294369e-16 1.845586254816749816e-01
1.930325717384594327e+03 6.691283919323806004e-15 1.844955984425962481e-01
1.930332265613990103e+03 5.514200820821645055e-14 1.844309902143737023e-01
1.930338625112770387e+03 2.848146366635565462e-13 1.843685276185519084e-01
1.930344984109970710e+03 1.007537117887554472e-12 1.843063503013006033e-01
1.930351519564816954e+03 2.695671712603186886e-12 1.842427407797635752e-01
1.930357891016463782e+03 5.954268442589898520e-12 1.841810146202754184e-01
1.930364249669598394e+03 1.140084797634748356e-11 1.841196960835563001e-01
1.930370771896795304e+03 1.885739539653813178e-11 1.840570955741700487e-01
1.930377155754151318e+03 2.647729834159227588e-11 1.839961138963281395e-01
1.930383514063105395e+03 3.162932076561428331e-11 1.839356631956257093e-01
1.930390022609429252e+03 3.283777101154157910e-11 1.838740817625201251e-01
1.930396419325461238e+03 2.996826303912036959e-11 1.838138528458964915e-01
1.930402777290119730e+03 2.365302707498100127e-11 1.837542790334800447e-01
1.930409271702222895e+03 1.574660213209075012e-11 1.836937264954875138e-01
1.930415681730021788e+03 1.032670565588232978e-11 1.836342588578690205e-01
1.930422039350269415e+03 5.924797000107319579e-11 1.835755709827913695e-01
1.930428519174678058e+03 9.499958411899378833e-10 1.835160569095152239e-01
1.930434942967460529e+03 9.277261968845124097e-09 1.834573593108389244e-01
1.930441300243182468e+03 5.903036887324011160e-08 1.833995664189245201e-01
1.930447765026298839e+03 2.752661864678063816e-07 1.833411001267574170e-01
1.930454203037405023e+03 1.002736810887104025e-06 1.832831815730953939e-01
1.930460559968486223e+03 2.993829967219734747e-06 1.832262927069455150e-01
1.930467009256587289e+03 7.620952806099749644e-06 1.831688832551306712e-01
1.930473461939483741e+03 1.699650687987522887e-05 1.831117530026081242e-01
1.930479818525808923e+03 3.403556101215501412e-05 1.830557772016056794e-01
1.930486251865047507e+03 6.263520508487273515e-05 1.829994333882610791e-01
1.930492719673323109e+03 1.079791392742410699e-04 1.829431009470512404e-01
1.930499075914777450e+03 1.776955946222280960e-04 1.828880472473474184e-01
1.930505492851180634e+03 2.857583319836062385e-04 1.828327776055278797e-01
1.930511976238551142e+03 4.556756682522031970e-04 1.827772527437676320e-01
1.930518332135019591e+03 7.160806374277332246e-04 1.827231301782905604e-01
1.930524732214489632e+03 1.093836775612157339e-03 1.826689429720213531e-01
1.930531231634794494e+03 1.613205950656343727e-03 1.826142357197944044e-01
1.930537587186161545e+03 2.293062113742062435e-03 1.825610533182438489e-01
1.930543969954477234e+03 3.138987814536988406e-03 1.825079565385472058e-01
1.930550485861680954e+03 4.142929441043649574e-03 1.824540771918282678e-01
1.930556841067831783e+03 5.286978106190151627e-03 1.824018439806727176e-01
1.930563206070644810e+03 6.541275524137869432e-03 1.823498453416424470e-01
1.930569738918837174e+03 7.864746228632519751e-03 1.822968044662482134e-01
1.930576093779656276e+03 9.210809601212347625e-03 1.822455294687290450e-01
1.930582448539990310e+03 1.053478509328367729e-02 1.821945726338617400e-01
1.930588982828195867e+03 1.180383065454672711e-02 1.821425081982588901e-01
1.930595345321261902e+03 1.300395797430919063e-02 1.820921370752285606e-01
1.930601699736113460e+03 1.413391529755409458e-02 1.820421504547565517e-01
1.930608215215226437e+03 1.519395288054547696e-02 1.819912305068877023e-01
1.930614595692275316e+03 1.617419428855285460e-02 1.819416940826451556e-01
1.930620949761529346e+03 1.704587171005468929e-02 1.818926866923346042e-01
1.930627445976788749e+03 1.776021462380110438e-02 1.818429182769210339e-01
1.930633844892324078e+03 1.825702310262809075e-02 1.817942277631076908e-01
1.930640198615864392e+03 1.847626743445904274e-02 1.817462086154982559e-01
1.930646675112383718e+03 1.836817654748944609e-02 1.816975984831661894e-01
1.930653092921033931e+03 1.789854547626168815e-02 1.816497653784127642e-01
1.930659446298745024e+03 1.705025315128126315e-02 1.816027434827992282e-01
1.930665902621512032e+03 1.582367506224580805e-02 1.815552980861221410e-01
1.930672339778030846e+03 1.424216024555231136e-02 1.815083341800037275e-01
1.930678692809797440e+03 1.236370865712242521e-02 1.814623185424434626e-01
1.930685128503675969e+03 1.028637058758474256e-02 1.814160440319673717e-01
1.930691585462941021e+03 8.143817034421792916e-03 1.813699614089682999e-01
1.930697938148648518e+03 6.091300745442390120e-03 1.813249610322770211e-01
1.930704352758375308e+03 4.277978235498260638e-03 1.812798632525767784e-01
1.930710829975391562e+03 2.812059963496872563e-03 1.812346742960323220e-01
1.930717182314922866e+03 1.743753120576664768e-03 1.811906981797998528e-01
1.930723575385110507e+03 1.067254436140707002e-03 1.811467826655055735e-01
1.930730073315007076e+03 7.322939839520435038e-04 1.811025000615757441e-01
1.930736425308247362e+03 6.618205084618759317e-04 1.810595572021395372e-01
1.930742796383383165e+03 7.696338876991633444e-04 1.810168291739685520e-01
1.930749315481413760e+03 9.694230262276661621e-04 1.809734659156036762e-01
1.930755667128248206e+03 1.178986690408065276e-03 1.809315653060544482e-01
1.930762018674267210e+03 1.326880228326115076e-03 1.808900106321422174e-01
1.930768553552591356e+03 1.363598030384224587e-03 1.808476179287579477e-01
1.930774907774549774e+03 1.273573704781514899e-03 1.808067496879502412e-01
1.930781258974010825e+03 1.078471078012593247e-03 1.807662492251360109e-01
1.930787770810999746e+03 8.259183527953489539e-04 1.807250870305086021e-01
1.930794147246778493e+03 5.695923182866893808e-04 1.806851375338417998e-01
1.930800498099565630e+03 3.514269051744997596e-04 1.806457002677243628e-01
1.930806986439290995e+03 1.925098828139935620e-04 1.806057730100821546e-01
1.930813385544559651e+03 9.300151121119014602e-05 1.805667560193731647e-01
1.930819736050556912e+03 3.941834317682772900e-05 1.805283909323057989e-01
1.930826200436964882e+03 1.459205141951067497e-05 1.804897027088055161e-01
1.930832622667518081e+03 4.832820904310901051e-06 1.804516323098115660e-01
1.930838972826610643e+03 1.741771458415840244e-06 1.804143483808915704e-01
1.930845412803521413e+03 1.011112947332966536e-06 1.803769029536591850e-01
1.930851858615279525e+03 8.142594047307889998e-07 1.803397935600298818e-01
1.930858208427350746e+03 6.217270108528847298e-07 1.803035997651159794e-01
1.930864623538458773e+03 4.035340722464803560e-07 1.802674005572804938e-01
1.930871093387468591e+03 2.236559519291384005e-07 1.802312669145165192e-01
1.930877442852402510e+03 1.080529954741420082e-07 1.801961722262140631e-01
1.930883832641277650e+03 4.427859437552288399e-08 1.801612223179350769e-01
1.930890326983710338e+03 1.406845785239553012e-08 1.801260795073683085e-01
1.930896676101391222e+03 3.147178631933093982e-09 1.800920928950272837e-01
1.930903040111476230e+03 4.498977804007716982e-10 1.800583950195432381e-01
1.930909559403629146e+03 3.723132231203466471e-11 1.800242584622829267e-01
1.930915908173941034e+03 1.616663487273721768e-12 1.799913888920038896e-01
1.930922256843141668e+03 3.160857251648178324e-14 1.799588899797354424e-01
1.930928779751990533e+03 1.456906567191900482e-16 1.799258856894904446e-01
1.930935139069677462e+03 6.215993676820689514e-20 1.798940873271822061e-01
1.930941487391357214e+03 2.292904045618189511e-19 1.798627173827504200e-01
1.930947983472722171e+03 3.343573538845076938e-16 1.798310045707126603e-01
1.930954368788223746e+03 9.421390923782739493e-14 1.798002153002027370e-01
1.930960716762267566e+03 5.962176505875779683e-12 1.797699832821797183e-01
1.930967185559174368e+03 1.469595847750356585e-10 1.797395637790595024e-01
1.930973597329204949e+03 1.827666779860016105e-09 1.797097999002895685e-01
1.930979944955495512e+03 1.348239980368381870e-08 1.796807147639987445e-01
1.930986386010846672e+03 6.807887707403560381e-08 1.796515900363874763e-01
1.930992824692245449e+03 2.603876449861053755e-07 1.796228682062542825e-01
1.930999171970667021e+03 8.050872114390790223e-07 1.795949389037521382e-01
1.931005584827237044e+03 2.109398107475833561e-06 1.795671100501781969e-01
1.931012050876968942e+03 4.816788117345174582e-06 1.795394472864910163e-01
1.931018397807405336e+03 9.727459007468005706e-06 1.795126827665783631e-01
1.931024782007842987e+03 1.752131642606577670e-05 1.794861505135245949e-01
